title,description,link,keyword,pubDate,loadDate,hostname
'핀테크 큰손' 된 시니어…가입자 30% 넘어,이후 시니어층의 카카오페이 앱 체류시간은 40% 이상 늘었다. 핀다는 <b>금융사기 범죄</b>에 취약한 시니어 사용자를 위해 악성 앱 탐지 솔루션 ‘페이크 파인더’를 도입했다.,https://n.news.naver.com/mnews/article/015/0005121064?sid=101,"금융 사기, 금융 사기 범죄, 대출 사기",2025-04-18 17:28:00,2025-04-19 14:55:05,n.news.naver.com
[포토뉴스]삼척경찰서 전화<b>금융사기</b> 예방 가두캠페인,"삼척경찰서(서장:김상득)와 삼척도원새마을금고(이사장:정준화), 삼척시니어클럽(회장:김성래)은 18일 삼척시 도계역과 시가지 일대에서 전화<b>금융사기</b> 예방을 위한 가두 캠페인을 전개했다.",https://n.news.naver.com/mnews/article/087/0001111581?sid=102,금융 사기,2025-04-18 15:16:00,2025-04-19 14:49:16,n.news.naver.com
"NH농협은행, 부산 전통시장과 ‘장금이 결연’… 금융<b>사기</b> 예방 지원","특히 부전마켓타운과 해운대시장 상인들에게 금융<b>사기</b> 예방교육, 홍보 활동 및 보이스<b>피싱</b> 보상보험(보장한도 1000만원)을 무료로 가입할 수 있도록 돕는다. 이날 협약식 종료 후에는 부전마켓타운 시장 상인과 방문객을... ",https://n.news.naver.com/mnews/article/020/0003629385?sid=101,"금융 사기, 보이스피싱, 은행 사기, 피싱 사기",2025-04-18 15:10:00,2025-04-19 14:51:54,n.news.naver.com
"전북 완주 소양농협, 찾아가는 이동상담실 개최","이동상담실을 찾은 한 조합원은 “스스로 내 상태를 체크해 보는 시간도 갖고, 각종 금융<b>사기</b> 사례를 들으며 보이스<b>피싱</b> 예방 교육도 받아 좋았다”고 만족감을 드러냈다. 유해광 조합장은 “이동상담실을 통해... ",https://n.news.naver.com/mnews/article/662/0000066686?sid=102,"금융 사기, 보이스피싱, 피싱 사기",2025-04-18 14:23:00,2025-04-19 14:51:54,n.news.naver.com
'큰 손 장영자'... 81세에 또 실형사는 이유,"'단군 이래 최대 <b>금융사기</b>범'으로 알려진 장영자씨가 또다시 실형을 선고받았다. 이번에는 154억2000만원 규모의 위조수표를 사용한 혐의다. 장씨의 실형 선고는 이번이 다섯번째고, 지금까지 복역한 총 형기는... ",https://n.news.naver.com/mnews/article/053/0000049368?sid=102,금융 사기,2025-04-18 14:00:00,2025-04-19 14:49:16,n.news.naver.com
"대전서부새마을금고, 김예람 주임 보이스피싱 신속 대처…고객 자산 75...",박기석 대전서부새마을금고 이사장은 “매년 다양한 형태의 보이스피싱 <b>범죄</b>가 시도되고 있지만 전 직원이 <b>금융사기</b> 예방 교육을 꾸준히 받고 있어 위기 상황에서도 능동적으로 대처할 수 있다”며 “앞으로도 고객... ,https://n.news.naver.com/mnews/article/030/0003304717?sid=102,"금융 사기, 금융 사기 범죄, 보이스피싱, 피싱 사기",2025-04-18 12:56:00,2025-04-19 14:55:05,n.news.naver.com
"AI 분석부터 현장 출동까지…통신 3사, 경찰과 보이스피싱 차단 총력",강화하며 <b>금융 사기</b> 피해 예방에 속도를 내고 있다. 통신 데이터를 기반으로 피해 징후를 조기에 포착하고... 이 과정에서 <b>범죄</b> 조직에 수표 1억원을 송금하려던 피해자도 <b>사기</b>를 피하는 등 지난해 2월부터 3월까지 두... ,https://n.news.naver.com/mnews/article/629/0000383162?sid=105,"금융 사기, 금융 사기 범죄, 보이스피싱, 사이버 금융사기, 스미싱, 은행 사기, 인터넷 사기, 카드 사기, 피싱 사기",2025-04-18 12:11:00,2025-04-19 14:55:05,n.news.naver.com
농협銀 ‘장금이 결연’으로 부산 전통시장과 동행,"NH농협은행은 부전마켓타운과 해운대시장 상인들에게 금융<b>사기</b> 예방교육, 홍보 활동 및 보이스<b>피싱</b> 보상보험(보장한도 1000만원)을 무료로 가입해준다. 협약식 종료 후 부전마켓타운 시장 상인과 방문객을 대상으로... ",https://n.news.naver.com/mnews/article/018/0005990860?sid=101,"금융 사기, 보이스피싱, 은행 사기, 피싱 사기",2025-04-18 11:27:00,2025-04-19 14:51:54,n.news.naver.com
"농협은행, '장금이 결연'으로 부산 전통시장과 동행… 금융<b>사기</b> 예방도...","이번 협약을 통해 농협은행은 부전마켓타운과 해운대시장 상인들에게 금융<b>사기</b> 예방교육, 홍보 활동 및 보이스<b>피싱</b> 보상보험(보장한도 1000만원)을 무료로 가입해준다. 협약식 종료 후 시장 상인과 방문객을 대상으로... ",https://n.news.naver.com/mnews/article/014/0005337947?sid=101,"금융 사기, 보이스피싱, 은행 사기, 피싱 사기",2025-04-18 11:22:00,2025-04-19 14:51:54,n.news.naver.com
"농협은행, '장금이 결연' 부산 전통시장과 동행…보이스<b>피싱</b> 예방","이번 협약을 통해 농협은행은 부전마켓타운과 해운대시장 상인들에게 금융<b>사기</b> 예방교육, 홍보 활동 및 보이스<b>피싱</b> 보상보험(보장한도 1000만원)을 무료로 가입해준다. 협약식 종료 후 부전마켓타운 시장 상인과 방문객을... ",https://n.news.naver.com/mnews/article/421/0008200961?sid=101,"금융 사기, 보이스피싱, 은행 사기, 피싱 사기",2025-04-18 11:17:00,2025-04-19 14:51:54,n.news.naver.com
<b>범죄</b>수익금 250억 원 은닉 20명 검거,"전화<b>금융사기 범죄</b>수익금을 은닉한 일당이 경찰에 붙잡혔습니다. 전남경찰청 형사기동대는 56살 남성 등 20명을 검거하고, 12명을 구속했습니다. 이들은 전화금융사기로 얻은 범죄수익금을 수표 발행으로 세탁한 뒤... ",https://n.news.naver.com/mnews/article/056/0011934607?sid=102,"가상화폐 사기, 금융 사기, 금융 사기 범죄",2025-04-18 10:54:00,2025-04-19 14:55:05,n.news.naver.com
"농협은행, 부전마켓타운 상인에게 금융<b>사기</b> 보험 무료 지원","이번 협약으로 NH농협은행은 부전마켓타운과 해운대시장 상인들에게 금융<b>사기</b> 예방교육, 홍보 활동 및 보이스<b>피싱</b> 보상보험(보장한도 1000만원)을 무료로 가입해 준다. NH농협은행은 협약식 종료 후 부전마켓타운 시장... ",https://n.news.naver.com/mnews/article/016/0002459283?sid=101,"금융 사기, 보이스피싱, 은행 사기, 피싱 사기",2025-04-18 10:38:00,2025-04-19 14:51:54,n.news.naver.com
"데이터유니버스, 서울 사랑의 열매 '나눔 명문기업' 가입 및 영남지역 ...","한편 데이터유니버스는 ICT 전문 기업으로 <b>금융 사기</b>, 개인정보 유출, 가족 돌봄 부재 등 사회 문제를 해결하기 위해 데이터 기반 생활 필수 서비스를 자체 개발해 제공하고 있으며 취약 계층과 복지 사각지대의 소외... ",https://n.news.naver.com/mnews/article/030/0003304619?sid=101,금융 사기,2025-04-18 10:01:00,2025-04-19 14:49:16,n.news.naver.com
"데이터유니버스, ‘나눔 명문기업’ 가입·영남지역 산불 성금 3천만 원...","한편 데이터유니버스는 ICT 전문 기업으로 <b>금융 사기</b>, 개인정보 유출, 가족 돌봄 부재 등 사회 문제를 해결하기 위해 데이터 기반 생활 필수 서비스를 자체 개발해 제공하고 있으며 취약 계층과 복지 사각지대의 소외... ",https://n.news.naver.com/mnews/article/277/0005579951?sid=101,금융 사기,2025-04-18 09:20:00,2025-04-19 14:49:16,n.news.naver.com
"울산시, 인공지능 등 디지털배움터 교육 나서","이번 교육은 인공지능(AI) 활용학습을 핵심 주제로 실생활, 디지털활용, 금융, <b>전자금융사기</b>(피싱) 예방, 인공지능(생성형 AI) 등 5가지 주요 과정으로 운영된다. 교육 기간은 오는 4월 30일부터 12월 초까지다.... ",https://n.news.naver.com/mnews/article/011/0004475539?sid=102,"금융 사기, 전자 금융 사기, 피싱 사기",2025-04-18 08:50:00,2025-04-19 14:55:21,n.news.naver.com
보이스피싱 검은돈 세탁한 일당 송치,전화<b>금융사기</b>단의 <b>범죄</b> 수익금 수백억 원을 상품권 거래로 꾸며 세탁해 준 일당 20명이 검찰로 넘겨졌습니다. 전남경찰청 형<b>사기</b>동대는 가짜 상품권 매매 법인을 차린 뒤 지난해 8월부터 11월까지 보이스피싱 <b>범죄</b> 수익... ,https://n.news.naver.com/mnews/article/660/0000083616?sid=102,"금융 사기, 금융 사기 범죄, 보이스피싱, 피싱 사기",2025-04-18 08:46:00,2025-04-19 14:55:05,n.news.naver.com
"'단군 이래 최대 <b>금융사기</b>' 장영자, '150억대 위조수표' 사기로 5번째 실...",'단군 이래 최대 <b>금융사기</b>'라고 불리는 1980년대 희대의 어음 사기 사건의 주인공 '큰손' 장영자가 또다시 사기로 5번째 실형을 살게 됐다. 17일 법조계에 따르면 대법원 2부(주심 박영재 대법관)는 지난달 21일... ,https://n.news.naver.com/mnews/article/031/0000925525?sid=102,금융 사기,2025-04-18 08:17:00,2025-04-19 14:49:16,n.news.naver.com
"TRM 랩스 &quot;북한 해커, 멕시코 마약 카르텔...중국 블랙마켓 통해 가상자...","미국 재무부 및 연방검찰 출신인 TRM 아리 레드보드 글로벌 정책 책임자는 &quot;펜타닐은 마약<b>범죄</b>, 북한은 사이버<b>범죄</b>, 피싱 <b>사기</b>는 <b>금융사기</b>로 따로 구분하는 기존 관점은 잘못됐다&quot;며 &quot;이 모든 <b>범죄</b>를 가능케 하는 중국의... ",https://n.news.naver.com/mnews/article/092/0002371116?sid=105,"가상화폐 사기, 금융 사기, 금융 사기 범죄, 사이버 금융사기, 코인 사기, 피싱 사기",2025-04-18 08:05:00,2025-04-19 14:55:05,n.news.naver.com
"6400억 단군 이래 최대 <b>사기</b>꾼 장영자, 81세에 또 감옥행",이 금액은 당시 정부 1년 예산의 10%에 가까운 금액으로 ‘단군 이래 최대 <b>금융 사기</b>’ 사건으로 알려졌다. 이후에도 수백억 원대 사기 사건에 가담해 여러 차례 수감됐다. 첫 출소 1년 10개월 만인 1994년에는 140억 원... ,https://n.news.naver.com/mnews/article/018/0005990597?sid=102,금융 사기,2025-04-18 07:58:00,2025-04-19 14:49:16,n.news.naver.com
"울산시, ‘디지털배움터 교육’ 본격 실시",이번 교육은 인공지능(AI) 활용학습을 핵심 주제로 ▲실생활 ▲디지털활용 ▲금융 ▲<b>전자금융사기</b>(피싱) 예방 ▲인공지능(생성형 AI) 등 5가지 주요 과정으로 운영된다. 교육 기간은 오는 4월 30일부터 12월 초까지이며... ,https://n.news.naver.com/mnews/article/277/0005579857?sid=102,"금융 사기, 전자 금융 사기, 피싱 사기",2025-04-18 07:44:00,2025-04-19 14:55:21,n.news.naver.com
울산시민에 무료 AI 교육…<b>금융</b>·생성형 AI 등 5개 분야,"AI 활용 학습을 주제로 한 이번 교육은 실생활, 디지털 활용, 금융, <b>전자금융사기</b> 예방, 인공지능(생성형 AI) 등 5개 과정으로 이뤄진다. 교육은 이달 30일부터 12월 초까지 종하이노베이션센터 및 5개 구·군별 지정된... ",https://n.news.naver.com/mnews/article/001/0015337687?sid=102,"금융 사기, 전자 금융 사기",2025-04-18 06:02:00,2025-04-19 14:55:21,n.news.naver.com
"강원 속초농협, 전화금융<b>사기</b> 예방 교육",강원 속초농협(조합장 최원규)이 9일 하나로마트 엑스포점에서 농가주부모임(회장 곽봉순) 회원을 대상으로 전화금융<b>사기</b>(보이스<b>피싱</b>) 예방 교육을 했다(사진). 이번 교육은 갈수록 지능화되고 있는 신종 금융<b>사기</b> 유형을... ,https://n.news.naver.com/mnews/article/662/0000066625?sid=102,"금융 사기, 보이스피싱, 피싱 사기",2025-04-18 05:01:00,2025-04-19 14:51:55,n.news.naver.com
"&quot;세 살 버릇 여든 넘게 가네&quot;…'81세' 장영자, <b>사기</b>로 또다시 징역 1년형",이 금액은 당시 정부 1년 예산의 10%에 가까운 금액으로 ‘단군 이래 최대 <b>금융 사기</b>’ 사건으로 알려졌다. 장씨는 이후 1992년 3월 가석방됐으나 1994년 140억 원 규모의 차용 사기 사건으로 다시 구속 수감됐다. 1998년... ,https://n.news.naver.com/mnews/article/011/0004475456?sid=102,금융 사기,2025-04-18 01:13:00,2025-04-19 14:49:17,n.news.naver.com
"'81세' 장영자, <b>사기</b>로 다섯 번째 실형 확정…총 34년 복역",유사 이래 최대 <b>금융 사기</b> 사건의 당사자인 장영자 씨(81)가 150억 원 상당의 위조 수표를 행사한 혐의로 대법원에서 또 실형을 확정받았다. 총 다섯 번째 실형으로 과거 수감 기간을 포함하면 총 34년을 복역하게... ,https://n.news.naver.com/mnews/article/421/0008200148?sid=102,금융 사기,2025-04-17 22:37:00,2025-04-19 14:49:17,n.news.naver.com
"'큰손' 장영자, 81세에 5번째 실형…이번엔 '150억원대' <b>사기</b> 혐의",장씨는 단군 이래 최대 <b>금융사기</b> 사건으로 불리는 '이철희·장영자 어음사기 사건'의 주인공이다. 그는 1980년대 초반 남편인 이철희 전 중앙정보부 차장과 함께 자금 압박에 시달리는 건설업체들을 찾아가 현금을... ,https://n.news.naver.com/mnews/article/008/0005182271?sid=102,금융 사기,2025-04-17 22:08:00,2025-04-19 14:49:17,n.news.naver.com
"트럼프 정부, '눈엣가시' 뉴욕검찰총장 기소 만지작",주택금융청 &quot;대출 <b>사기</b> 의혹&quot; 법무부에 수사 의뢰 미국 정부가 도널드 트럼프 대통령의 정적 중 한명으로... 차례 <b>은행</b> 서류와 부동산 기록을 위조했다&quot;고 주장했다. 이들은 제임스 총장이 2023년 버지니아주 노퍽에 있는... ,https://n.news.naver.com/mnews/article/001/0015337567?sid=104,"금융 사기, 대출 사기, 은행 사기",2025-04-17 20:51:00,2025-04-19 14:51:23,n.news.naver.com
[간추린 단신] 5·18 행사위 “민주주의 대축제 이틀간 개최” 외,"범죄수익금 250억 원 은닉 20명 검거 전화<b>금융사기 범죄</b>수익금을 은닉한 일당이 경찰에 붙잡혔습니다. 전남경찰청 형사기동대는 56살 남성 등 20명을 검거하고, 12명을 구속했습니다. 이들은 전화금융사기로 얻은... ",https://n.news.naver.com/mnews/article/056/0011934112?sid=102,"가상화폐 사기, 금융 사기, 금융 사기 범죄",2025-04-17 19:54:00,2025-04-19 14:55:05,n.news.naver.com
&quot;해외 카지노서 일하면 큰돈&quot;…청년들 넘겨 돈 챙기려 한 일당,해외 카지노 취업을 미끼로 청년들을 속여 <b>범죄</b> 조직에 넘기려 한 일당이 유죄를 선고받았다. 17일... (전화<b>금융사기</b>) 조직에 넘겨 인건비 등을 받아 챙기려 한 혐의로 재판에 넘겨졌다. A씨 등은 지난해 1월 SNS... ,https://n.news.naver.com/mnews/article/008/0005182247?sid=102,"금융 사기, 금융 사기 범죄, 보이스피싱, 피싱 사기",2025-04-17 19:13:00,2025-04-19 14:55:05,n.news.naver.com
"&quot;홈플러스 전단채 피해자 비대위, 왜 불완전판매 문제는 지적하지 않는...","홈플러스 자산유동화 <b>전자</b>단기사채(ABSTB) 피해자 비상대책위원회가 홈플러스 대주주, MBK파트너스가 신용등급 하락 사실을 인지하고도 전단채 등을 발행했다며 <b>사기</b> 의혹을 제기하고 있는 가운데 <b>금융</b>투자업계... ",https://n.news.naver.com/mnews/article/119/0002946593?sid=101,"금융 사기, 전자 금융 사기, 카드 사기, 투자 사기",2025-04-17 18:03:00,2025-04-19 14:55:21,n.news.naver.com
"IBK기업은행, 비대면 금융사고 예방 보안플랫폼 'i-ONE 가드' 선보여","금융사고와 <b>사기</b>위험으로부터 스마트폰을 안전하게 보호할 수 있다. 특히 '내 스마트폰 진단 서비스'에서 제공하는 <b>피싱</b>문자 진단, 전화조작 진단, 위협앱 진단 등의 기능은 스마트폰에 잠재된 위험을 실시간으로... ",https://n.news.naver.com/mnews/article/076/0004267408?sid=101,"금융 사기, 은행 사기, 피싱 사기",2025-04-17 17:36:00,2025-04-19 14:51:55,n.news.naver.com
"담양 봉산농협, ‘보이스<b>피싱</b> 제로캠페인’진행",전남 담양 봉산농협은 11일 내방고객을 대상으로 ‘보이스<b>피싱</b> 제로캠페인’을 진행했다(사진). 임직원들은 영업점을 방문한 고객에게 전기통신금융<b>사기</b> 예방과 대포통장 근절 안내 전단지를 나눠주며 전화로 검찰·경찰... ,https://n.news.naver.com/mnews/article/662/0000066594?sid=102,"금융 사기, 보이스피싱, 은행 사기, 피싱 사기",2025-04-17 17:20:00,2025-04-19 14:51:55,n.news.naver.com
'캄보디아 카지노 취업 미끼' 사회초년생 유인해 돈 뜯으려한 일당,캄보디아 카지노 취업을 미끼로 사회초년생들을 유인해 <b>범죄</b> 조직에 넘기려 한 일당에게 실형과 징역형의... 전화<b>금융사기</b>(보이스피싱) 조직에 넘겨 인건비 등을 챙기려 한 혐의로 재판에 넘겨졌다. A씨 등은 지난해... ,https://n.news.naver.com/mnews/article/421/0008199894?sid=102,"금융 사기, 금융 사기 범죄, 보이스피싱, 피싱 사기",2025-04-17 17:07:00,2025-04-19 14:55:05,n.news.naver.com
"‘81세’ 장영자, 또 <b>사기</b>로 징역 1년형···5번째 실형, 총 34년 복역 ...",이 금액은 당시 정부 1년 예산의 10%에 가까운 금액으로 ‘단군 이래 최대 <b>금융 사기</b>’ 사건으로 알려졌다. 장씨는 이후에도 수백억원대 사기 사건에 여러 차례 가담해 잇따라 수감됐다. 2015년에는 “남편 명의의... ,https://n.news.naver.com/mnews/article/032/0003364018?sid=102,금융 사기,2025-04-17 17:05:00,2025-04-19 14:49:17,n.news.naver.com
"경북 경주 강동농협, 금융사기 피해 예방 캠페인 펼쳐",아울러 신분증·휴대전화를 잃어버리거나 휴대전화를 해킹 당하는 등 명의 <b>도용</b> 피해를 막으려면 ▲비대면 <b>계좌</b> 개설 안심 차단 ▲여신거래(대출·카드) 안심 차단 서비스 등을 신청할 수 있다는 점과 경찰청이 직접... ,https://n.news.naver.com/mnews/article/662/0000066586?sid=102,"계좌 도용, 금융 사기, 대출 사기, 보이스피싱, 은행 사기, 카드 사기, 피싱 사기",2025-04-17 17:03:00,2025-04-19 14:52:44,n.news.naver.com
&quot;국민 지키는 법이 보이스피싱 범죄자들 방패막됐다&quot;…경찰 작심비판,&quot; 박상현 경찰청 전기통신<b>금융사기</b> 통합신고센터(보이스피싱 센터) 계장은 17일 오후 1시 서울 중구... 경찰은 삼성<b>전자</b>와 협업해 미끼 문자와와 보이스피싱 의심 전화번호를 휴대폰에서 바로 경찰청으로 신고하면서... ,https://n.news.naver.com/mnews/article/008/0005182178?sid=102,"금융 사기, 금융 사기 범죄, 보이스피싱, 스미싱, 은행 사기, 인터넷 사기, 전자 금융 사기, 카드 사기, 피싱 사기",2025-04-17 16:56:00,2025-04-19 14:55:21,n.news.naver.com
"농협은행 평촌지점 직원, 보이스<b>피싱</b> 예방 기여로 감사장 받아",NH농협은행 경기 평촌지점(지점장 이명우) 직원이 전화금융<b>사기</b>(보이스<b>피싱</b>) 피해를 막은 공로를 인정받아 동안경찰서장으로부터 감사장을 받았다(사진). 농협은행 동안양지점 수신창구에 근무하는  A과장은 입출금계좌에... ,https://n.news.naver.com/mnews/article/662/0000066574?sid=102,"금융 사기, 보이스피싱, 은행 사기, 피싱 사기",2025-04-17 16:28:00,2025-04-19 14:51:55,n.news.naver.com
"[인터뷰] 자아 대신 허울을 입고, &lt;악연&gt; 배우 박해수","이전에는 비즈니스맨을 상대로 <b>금융 사기</b>를 치는, 경제사범 언저리의 <b>범죄</b>자였을 것이다. 그러다가 목적이 욕심이 되고, 욕심이 욕망이 됐다. 사람이 변하는 건 종이 한장 차이라 악의 폭주도 순식간에 벌어졌을 것이다.... ",https://n.news.naver.com/mnews/article/140/0000054969?sid=004,"금융 사기, 금융 사기 범죄",2025-04-17 16:16:00,2025-04-19 14:55:05,n.news.naver.com
[Why] “이건 <b>폰지사기</b>”…머스크가 ‘미국판 국민연금’ 손대는 이유,규정하는 <b>폰지사기</b>와 구조적으로 동일하다”며 지속 가능성에 의문을 제기했다. 이어 아그레스티 대표는 “SSA 운영에 드는 행정비용 67억달러(약 9조 5066억원)면 약 30만명에게 연금을 지급할 수 있다”며 인력 감축의... ,https://n.news.naver.com/mnews/article/366/0001070176?sid=004,"금융 사기, 폰지 사기",2025-04-17 16:05:00,2025-04-19 14:54:33,n.news.naver.com
'상품권 거래인 척'..피싱 <b>범죄</b> 자금 250억 세탁,전화<b>금융사기</b>단의 <b>범죄</b> 수익금 수백억 원을 상품권 거래로 꾸며 세탁해 준 일당 20명이 검찰로 넘겨졌습니다. 전남경찰청 형<b>사기</b>동대는 <b>사기</b>·<b>범죄</b> 수익 은닉 혐의로 보이스피싱 자금 세탁 조직의 총괄 수거책인 56살... ,https://n.news.naver.com/mnews/article/660/0000083571?sid=102,"금융 사기, 금융 사기 범죄, 대출 사기, 보이스피싱, 은행 사기, 주식 사기, 카드 사기, 투자 사기, 피싱 사기",2025-04-17 16:00:00,2025-04-19 14:55:05,n.news.naver.com
'외국계기업 가장' <b>사기</b> 피해자들 &quot;봉사활동하면 돈 줬다…세뇌당해&quot;,앞에서 <b>금융사기</b> 피해자 지원을 촉구한다는 취지의 집회를 열었다. 이날 집회에 참석한 인원은 약 30명으로... 사건 규모가 커지자 해당 사건은 기존 구로경찰서에서 서울경찰청 국제<b>범죄</b>수사대로 이첩돼 수사가 진행... ,https://n.news.naver.com/mnews/article/003/0013190526?sid=102,"금융 사기, 금융 사기 범죄, 투자 사기",2025-04-17 15:55:00,2025-04-19 14:55:05,n.news.naver.com
&quot;銀·금감원 직원 사칭&quot;...2억 가로챈 30대 보이스피싱 수거책 실형,"재판부는 &quot;전기통신<b>금융사기 범죄</b>는 불특정 다수의 피해자를 양산하는 조직적, 지능적 범죄로서 피해자에게 회복하기 어려운 손해를 입힐 뿐 아니라 그에 따른 사회적 폐해도 심각하므로 단순히 현금 수거책 역할을... ",https://n.news.naver.com/mnews/article/014/0005337533?sid=102,"금융 사기, 금융 사기 범죄, 대출 사기, 보이스피싱, 은행 사기, 피싱 사기",2025-04-17 15:53:00,2025-04-19 14:55:05,n.news.naver.com
"제주, 보이스피싱·‘역베팅 <b>사기</b>’ 막은 은행원의 ‘촉’","‘거대 <b>사기</b>사건에 연루됐으니 자산을 보호해야 한다’는 거짓말로 A씨에게 자금이체를 요구하고 있었다. 보이스피싱 사건이라고 판단한 송 과장은 즉각 112에 신고해 피해를 막았다. 이뿐 아니라 계좌 정지, <b>전자금융</b>... ",https://n.news.naver.com/mnews/article/022/0004028576?sid=102,"금융 사기, 금융 사기 범죄, 보이스피싱, 은행 사기, 전자 금융 사기, 카드 사기, 피싱 사기",2025-04-17 15:48:00,2025-04-19 14:55:21,n.news.naver.com
